	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	Condition
GO:0006091...127	GO:0006091	generation of precursor metabolites and energy	298	0.322746006767449	1.46368503270942	0.00137521014524058	0.0433191325039587	0.0375347192827783	1793	tags=37%, list=27%, signal=28%	ALDH2/NCF2/FBP1/AK4/PFKM/DHTKD1/ACSS1/ASPH/COX15/NCF1/RBKS/PIK3CA/AKR1B1/AKR7A2/NIPSNAP2/ALDH4A1/PGM1/SLC25A4/FDXR/HMGCL/IDH1/THAP11/AKR7A3/PHKB/HDAC4/GSK3B/GPD2/ABCD1/ALDOC/PHKA2/RPE/SIRT3/UQCR11/PHKG2/THTPA/PLEC/PRKAG2/OXCT1/OGDHL/DGUOK/DNAJC30/HAAO/FDX1/PPP1R3D/NDUFV3/PGK2/NDUFB5/BLOC1S1/ARNT/UQCRB/UQCC2/G6PD/ACSS2/NNT/OGDH/AKT2/AKT1/UQCR10/NDUFB6/IDH3B/RB1CC1/GSR/IDH3G/IDH2/NDUFB7/ENO2/AACS/COX5B/NDUFS8/UGP2/NDOR1/TIGAR/COX17/PHKA1/NQO2/TREX1/PPP1CB/PDHB/MTFR1/COX7B/UQCRFS1/UQCRC2/DERA/COX7A2L/SDHB/NDUFV2/SLC25A12/SOD2/ISCU/NDUFA4/IDH3A/SUCLG2/FECH/INPP5K/NDUFB11/GHITM/PRKAA1/NDUFC1/GAA/NDUFB3/NDUFS6/TALDO1/SLC25A22/NDUFA8/GALK1/CIAPIN1/NDUFA2/DLD/MTFR1L	Tram_vs_control
GO:0007254...128	GO:0007254	JNK cascade	64	0.477128419652026	1.71136269810552	0.00141121624265138	0.0436711258966227	0.0378397109208686	1134	tags=33%, list=17%, signal=27%	FCGR2B/MAP4K1/SMAD3/NAIP/SH2D3C/NCF1/DUSP22/NFKB1/DUSP3/MBIP/TRAF2/IRAK1/CRK/PYCARD/RAP2A/PTK2B/CYLD/RASSF2/RB1CC1/PTPN22/ITCH	Tram_vs_control
GO:0006403	GO:0006403	RNA localization	158	-0.391051336244418	-1.59414698810465	0.00140226407076951	0.0436711258966227	0.0378397109208686	2220	tags=54%, list=34%, signal=37%	NUP98/NAF1/SRSF7/SMG6/CPSF6/NUP93/NUP133/NUP107/NUP54/FUBP3/AGFG1/SMG1/RUVBL2/NCBP2/PRPF6/XPOT/RAE1/AHCTF1/NUP85/ENY2/NDC1/WRAP53/LRPPRC/NUP205/ZC3H11A/QKI/NUP188/THOC7/PABPN1/AKAP8L/POM121C/THOC6/UPF2/CCT5/NUP35/NCBP1/AAAS/THOC1/ATXN2/NUP155/NUP58/IGF2BP3/THOC5/RTRAF/NXT1/CCT3/THOC2/MAGOH/KPNB1/NUTF2/NUP160/DDX39B/CCT4/RBM15B/CCT2/TCP1/DHX9/CCT6A/DKC1/SSB/FBL/EIF4A3/HNRNPAB/CETN3/UPF1/NOP58/CCT7/G3BP2/TERF1/ALYREF/NOL6/THOC3/HNRNPU/RAN/CHTOP/DDX39A/RBM8A/XPO5/SRSF1/KHSRP/NPM1/NUP210/HNRNPA2B1/TOMM20/YBX1/HNRNPA1	Tram_vs_control
GO:0006084	GO:0006084	acetyl-CoA metabolic process	24	0.632702795070625	1.85220739666273	0.00145897811825767	0.0445432626556617	0.0385953910680583	2048	tags=83%, list=31%, signal=58%	ACSS1/PDK1/NUDT7/MPC2/PMVK/ACSS2/PDK2/MVK/HMGCS1/NUDT8/MLYCD/PDHB/PPCS/PDHX/PIPOX/MVD/DLD/DLST/PDHA1/ACAT1	Tram_vs_control
GO:0008360...131	GO:0008360	regulation of cell shape	67	0.467059400608027	1.68643018985257	0.001461715282538	0.0445432626556617	0.0385953910680583	1328	tags=37%, list=20%, signal=30%	FGD2/CDC42SE2/EPB41L3/HCK/BAIAP2/HEXB/PRAG1/RHOC/RHOF/F2/FES/PTK2/ARHGAP18/FGD4/PLXNB2/CSF1R/LIMD1/CDC42EP3/CRK/PTK2B/FMNL1/PARVB/F11R/MYH14/MYH9	Tram_vs_control
GO:0090382	GO:0090382	phagosome maturation	17	-0.703923237004089	-1.84388970607779	0.00147726929314779	0.0446762046836816	0.0387105813180513	108	tags=24%, list=2%, signal=23%	RAB39A/RAB7B/TMEM175/RAB34	Tram_vs_control
GO:0001914...133	GO:0001914	regulation of T cell mediated cytotoxicity	18	0.676946687090722	1.83111842315375	0.00160392898921127	0.0477783087883089	0.041398460784301	296	tags=22%, list=4%, signal=21%	HLA-DRA/FCGR2B/HLA-DRB1/RIPK3	Tram_vs_control
GO:0032637...134	GO:0032637	interleukin-8 production	32	-0.594497010279226	-1.81203496798053	0.00162771793467185	0.0477783087883089	0.041398460784301	106	tags=19%, list=2%, signal=19%	HSPA1A/CD33/ZNF580/BPI/ELANE/CHI3L1	Tram_vs_control
GO:0032677...135	GO:0032677	regulation of interleukin-8 production	32	-0.594497010279226	-1.81203496798053	0.00162771793467185	0.0477783087883089	0.041398460784301	106	tags=19%, list=2%, signal=19%	HSPA1A/CD33/ZNF580/BPI/ELANE/CHI3L1	Tram_vs_control
GO:0001819...136	GO:0001819	positive regulation of cytokine production	175	-0.373779947662752	-1.54156196305597	0.00161547154251989	0.0477783087883089	0.041398460784301	438	tags=14%, list=7%, signal=13%	TUSC2/RGCC/GAPDH/HSPA1A/RUNX1/RPS3/HDAC2/G3BP1/MIF/MNDA/FERMT1/PDE4B/DDX21/TGFB1/BATF/GBP5/RAB7B/HK1/AZU1/ZNF580/ELANE/CHI3L1/EPX/PRG2	Tram_vs_control
GO:0007605	GO:0007605	sensory perception of sound	32	0.572472655542651	1.79497462947947	0.00172495883979361	0.0492048551846407	0.0426345201288707	740	tags=31%, list=11%, signal=28%	SERPINB6/GSDME/ATP2B2/MYO6/HEXB/CDKN1B/FBXO11/CCDC50/GPX1/SCARB2	Tram_vs_control
GO:0006406	GO:0006406	mRNA export from nucleus	56	-0.505715821747648	-1.72874479423417	0.00172116324516099	0.0492048551846407	0.0426345201288707	2220	tags=61%, list=34%, signal=41%	SMG6/NUP93/NUP133/NUP107/AGFG1/SMG1/NCBP2/RAE1/NUP85/ENY2/ZC3H11A/THOC7/PABPN1/AKAP8L/THOC6/UPF2/NCBP1/THOC1/NUP155/THOC5/NXT1/THOC2/MAGOH/NUP160/DDX39B/RBM15B/EIF4A3/UPF1/ALYREF/THOC3/CHTOP/DDX39A/RBM8A/HNRNPA2B1	Tram_vs_control
GO:0051236	GO:0051236	establishment of RNA localization	126	-0.409087466235591	-1.61323865262174	0.00171372445225149	0.0492048551846407	0.0426345201288707	2220	tags=53%, list=34%, signal=36%	SMG6/CPSF6/NUP93/NUP133/NUP107/NUP54/AGFG1/SMG1/NCBP2/XPOT/RAE1/AHCTF1/NUP85/ENY2/NDC1/LRPPRC/NUP205/ZC3H11A/QKI/NUP188/THOC7/PABPN1/AKAP8L/POM121C/THOC6/UPF2/NUP35/NCBP1/AAAS/THOC1/ATXN2/NUP155/NUP58/IGF2BP3/THOC5/RTRAF/NXT1/THOC2/MAGOH/KPNB1/NUTF2/NUP160/DDX39B/RBM15B/DHX9/SSB/EIF4A3/CETN3/UPF1/G3BP2/TERF1/ALYREF/NOL6/THOC3/RAN/CHTOP/DDX39A/RBM8A/XPO5/SRSF1/KHSRP/NPM1/NUP210/HNRNPA2B1/TOMM20/YBX1/HNRNPA1	Tram_vs_control
GO:0007155	GO:0007155	cell adhesion	404	0.293887661735889	1.3718595132001	0.00172562117381005	0.0492048551846407	0.0426345201288707	1180	tags=26%, list=18%, signal=23%	HLA-DRA/HLA-DRB3/FCGR2B/CD36/HLA-DRB1/SERPINB8/FGL2/CCR1/CD74/CD2AP/MILR1/ICAM2/LPXN/ANXA2/SMAD3/HCK/SPINT2/PLEKHA2/CD86/BAIAP2/PTEN/PIK3CA/ADA/ITGB7/CD70/DUSP22/CADM1/CLASP2/ERBIN/PRNP/CD84/CTNNA1/UNC13D/S100A8/IL4I1/ITGB5/KLRK1/S100A11/METTL3/SORBS3/WASHC2C/JAK2/FES/PREX1/ADAM9/CORO1C/CSTA/PTK2/S100A10/VCL/STK10/GSK3B/ILK/GAS6/DUSP3/ALOX5/VAMP3/B2M/ALCAM/GNAS/LGALS3/PLXNB2/ACTN2/LPP/PDLIM5/ITGB3BP/EMB/ARF6/CYTH1/PDE3B/DOCK5/EFNA5/NPTN/PDLIM1/BCL10/SIGLEC7/TLN1/TNIP1/PAK4/SASH3/PTPN6/IRAK1/BLOC1S4/CD99/AKT1/CRK/PYCARD/CDK5/RAP2B/PTK2B/CSK/FADD/SRGAP2/STK4/SMARCC2/S100A9/NKAP/SRF/LILRB4/PTPN22/ITCH/CYFIP2/INPPL1/PARVB/GNE/CYP1B1	Tram_vs_control
GO:0002719...141	GO:0002719	negative regulation of cytokine production involved in immune response	10	-0.804206373074637	-1.84810308665123	0.00185655548274871	0.0525629041640627	0.045544168094903	137	tags=30%, list=2%, signal=29%	TGFB1/EPX/PRG2	Tram_vs_control
GO:0010800	GO:0010800	positive regulation of peptidyl-threonine phosphorylation	13	-0.753193827071206	-1.86445762896703	0.00188135679644955	0.0526280541075913	0.0456006185522479	137	tags=31%, list=2%, signal=30%	UBE2K/TGFB1/AZU1/CHI3L1	Tram_vs_control
GO:0045766...143	GO:0045766	positive regulation of angiogenesis	41	-0.547765065960273	-1.77963934372095	0.00189840676139608	0.0526280541075913	0.0456006185522479	612	tags=24%, list=9%, signal=22%	SIRT6/ITGB1/SP1/PLCG1/RUNX1/TNFSF12/LRG1/MYDGF/ITGA5/CHI3L1	Tram_vs_control
GO:1904018...144	GO:1904018	positive regulation of vasculature development	41	-0.547765065960273	-1.77963934372095	0.00189840676139608	0.0526280541075913	0.0456006185522479	612	tags=24%, list=9%, signal=22%	SIRT6/ITGB1/SP1/PLCG1/RUNX1/TNFSF12/LRG1/MYDGF/ITGA5/CHI3L1	Tram_vs_control
GO:0050851	GO:0050851	antigen receptor-mediated signaling pathway	89	0.421588613126997	1.63220239046066	0.00195905763699486	0.0539348833578171	0.0467329466073692	1148	tags=29%, list=17%, signal=24%	HLA-DRB3/FCGR2B/HLA-DRB1/LPXN/FYB1/PIK3CA/ADA/DUSP22/PRNP/IKBKB/DUSP3/TEC/RBCK1/LGALS3/CD38/BCL10/PTPN6/BTK/IKBKG/DGKZ/PLCG2/CSK/PHPT1/LILRB4/PTPN22/PRKCH	Tram_vs_control
GO:0032970	GO:0032970	regulation of actin filament-based process	174	0.359443745856892	1.53788126788541	0.00198811851541207	0.054360062421404	0.0471013514177654	1687	tags=45%, list=26%, signal=35%	TMOD2/CD2AP/SMAD3/HCK/BAIAP2/IQGAP2/ADD3/PIK3CA/CFL2/ATP2A1/PAK1/CLASP2/TRPM4/ARFIP1/RHOC/PLEKHG2/GMFB/RHOF/SORBS3/WASHC2C/FES/S100A10/ARHGAP18/EVL/AKAP13/SSH3/C9orf72/WASHC2A/TWF1/WASHC4/CSF1R/ACTN2/WASHC3/ARF6/FCHSD1/EFNA5/CAPG/SVIL/ARPC5L/CDC42EP3/GRB2/AKAP9/COTL1/CRK/PYCARD/CDK5/DBNL/PTK2B/CAPZA2/ARPC1B/CAMK2D/PHPT1/ACTA2/CYFIP2/WASF2/LIMA1/F11R/ADD1/BAG4/TMSB10/IQGAP1/ARHGAP17/HRAS/MYH9/STAU2/ARPC5/SRI/HCLS1/GMFG/RDX/ARHGDIB/BCAS3/FLII/INPP5K/PPFIA1/PIK3R1/WASHC5/TMSB4X/BRK1	Tram_vs_control
GO:0051056...147	GO:0051056	regulation of small GTPase mediated signal transduction	113	0.404760368737229	1.61796085661653	0.00202502076566509	0.0549924006567008	0.0476492533904438	1135	tags=30%, list=17%, signal=25%	FGD2/CDC42SE2/ARHGAP10/FBP1/CD2AP/CYTH4/KRAS/PRAG1/ERBIN/MAPRE2/ARHGAP31/RHOF/SHOC2/PREX1/ARHGAP18/ARHGAP1/AKAP13/GMIP/ARHGAP26/ARHGAP25/FGD4/APOC3/INF2/ARF6/STAMBP/CYTH1/ARHGAP30/ARRB1/CRK/RAP1GAP2/SRGAP2/RABGEF1/SCAI/DOCK2	Tram_vs_control
GO:0006334...148	GO:0006334	nucleosome assembly	29	-0.607772646412424	-1.83142692776239	0.00204159494039879	0.0550289942242934	0.0476809606109662	1722	tags=59%, list=26%, signal=44%	HP1BP3/POLE3/SUPT16H/SMYD3/HMGB2/MCM2/SET/SPTY2D1/BAZ1A/ASF1A/ASF1B/CHAF1B/GRWD1/NAP1L1/CHRAC1/NPM1/CHAF1A	Tram_vs_control
GO:0034308...149	GO:0034308	primary alcohol metabolic process	30	0.586758302366057	1.82085616613198	0.00205393791067628	0.0550289942242934	0.0476809606109662	883	tags=50%, list=13%, signal=44%	ALDH2/ALDH3B1/DHRS4/ACSS1/CBR4/AKR1B1/NAAA/AKR7A2/DHRS9/TPK1/GPD2/ALDH1B1/THTPA/ACSS2/RDH11	Tram_vs_control
GO:0009749	GO:0009749	response to glucose	61	0.490390514631625	1.7469930254395	0.00210978398482883	0.056148384449578	0.0486508784150705	1188	tags=31%, list=18%, signal=26%	HLA-DRB1/HMGN3/NCF1/PIK3CA/VAMP2/CDKN1B/TRPM4/PCK2/MPC2/TXN2/GPX1/GAS6/OXCT1/EFNA5/GCLC/PTK2B/SRF/PPP3CB/ENDOG	Tram_vs_control
GO:0002377...151	GO:0002377	immunoglobulin production	56	0.474533292267529	1.66494228702771	0.00224477940261024	0.0589549958896059	0.0510827224167401	173	tags=12%, list=3%, signal=12%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/SAMHD1/CD86/POLB	Tram_vs_control
GO:0051168	GO:0051168	nuclear export	125	-0.398136280977841	-1.56611863942547	0.00224339419537938	0.0589549958896059	0.0510827224167401	1707	tags=49%, list=26%, signal=37%	ANP32B/SMG6/CPSF6/PTPN11/NUP93/NUP133/NUP107/NMD3/AGFG1/SMG1/NCBP2/XPOT/RAE1/NUP85/RIOK2/ENY2/ZC3H11A/NUP188/THOC7/PABPN1/AKAP8L/POM121C/THOC6/UPF2/NCBP1/HSPA9/THOC1/NUP155/THOC5/NXT1/THOC2/MAGOH/RPS15/NUTF2/NUP160/DDX39B/RBM15B/DHX9/SSB/EIF4A3/XPO4/CTDSPL2/UPF1/YWHAE/SIRT6/ALYREF/NOL6/THOC3/RAN/CHTOP/DDX39A/RBM8A/ABCE1/XPO5/NPM1/RANBP3/HNRNPA2B1/HNRNPA1/TGFB1/CALR/CAMK1	Tram_vs_control
GO:0006094	GO:0006094	gluconeogenesis	38	0.54755567753402	1.78125671015822	0.00231289346920696	0.0590576910433691	0.0511717046641997	1480	tags=42%, list=22%, signal=33%	FBP2/FBP1/SLC25A1/PGM1/PCK2/FAM3C/SLC25A10/ALDOC/PC/PGK2/PDK2/ENO2/ARPP19/USP7/SLC25A12/NLN	Tram_vs_control
GO:0050657	GO:0050657	nucleic acid transport	123	-0.415886057209099	-1.63036051872861	0.00233745370362032	0.0590576910433691	0.0511717046641997	2220	tags=54%, list=34%, signal=36%	SMG6/CPSF6/NUP93/NUP133/NUP107/NUP54/AGFG1/SMG1/NCBP2/XPOT/RAE1/AHCTF1/NUP85/ENY2/NDC1/LRPPRC/NUP205/ZC3H11A/QKI/NUP188/THOC7/PABPN1/AKAP8L/POM121C/THOC6/UPF2/NUP35/NCBP1/AAAS/THOC1/ATXN2/NUP155/NUP58/IGF2BP3/THOC5/RTRAF/NXT1/THOC2/MAGOH/KPNB1/NUTF2/NUP160/DDX39B/RBM15B/DHX9/SSB/EIF4A3/CETN3/UPF1/G3BP2/ALYREF/NOL6/THOC3/RAN/CHTOP/DDX39A/RBM8A/XPO5/SRSF1/KHSRP/NPM1/NUP210/HNRNPA2B1/TOMM20/YBX1/HNRNPA1	Tram_vs_control
GO:0050658	GO:0050658	RNA transport	123	-0.415886057209099	-1.63036051872861	0.00233745370362032	0.0590576910433691	0.0511717046641997	2220	tags=54%, list=34%, signal=36%	SMG6/CPSF6/NUP93/NUP133/NUP107/NUP54/AGFG1/SMG1/NCBP2/XPOT/RAE1/AHCTF1/NUP85/ENY2/NDC1/LRPPRC/NUP205/ZC3H11A/QKI/NUP188/THOC7/PABPN1/AKAP8L/POM121C/THOC6/UPF2/NUP35/NCBP1/AAAS/THOC1/ATXN2/NUP155/NUP58/IGF2BP3/THOC5/RTRAF/NXT1/THOC2/MAGOH/KPNB1/NUTF2/NUP160/DDX39B/RBM15B/DHX9/SSB/EIF4A3/CETN3/UPF1/G3BP2/ALYREF/NOL6/THOC3/RAN/CHTOP/DDX39A/RBM8A/XPO5/SRSF1/KHSRP/NPM1/NUP210/HNRNPA2B1/TOMM20/YBX1/HNRNPA1	Tram_vs_control
GO:0002253...156	GO:0002253	activation of immune response	140	0.378513023668527	1.57917114515983	0.00232865028138909	0.0590576910433691	0.0511717046641997	1148	tags=26%, list=17%, signal=22%	CD59/HLA-DRB3/FCGR2B/HLA-DRB1/IFI16/LPXN/HCK/FYB1/TYROBP/PIK3CA/ADA/PAK1/DUSP22/PRNP/KLRK1/IKBKB/PTK2/DUSP3/TEC/RBCK1/LGALS3/CD38/BCL10/PTPN6/BTK/IKBKG/PYCARD/DGKZ/PLCG2/CSK/RABGEF1/PHPT1/LILRB4/PTPN22/TRIM5/PRKCH	Tram_vs_control
GO:0002831	GO:0002831	regulation of response to biotic stimulus	170	0.354868576189282	1.51327065735002	0.00226694622297635	0.0590576910433691	0.0511717046641997	710	tags=18%, list=11%, signal=17%	HLA-DRB3/FCGR2B/CD36/HLA-DRB1/SCIMP/FGL2/SAMHD1/CD180/IFI16/HCK/TYROBP/SIRT2/NCF1/PAK1/CADM1/AHR/TKFC/IL4I1/KLRK1/IKBKB/METTL3/NMI/SLC15A4/NLRX1/MAPK3/CASP8/TRIM38/STAT2/POLR3G/ARRB2/CARD16	Tram_vs_control
GO:0006954...158	GO:0006954	inflammatory response	229	0.332503607503012	1.47394212662294	0.00232428045841699	0.0590576910433691	0.0511717046641997	626	tags=19%, list=9%, signal=18%	FCGR2B/CD36/HLA-DRB1/AHSG/PF4V1/CD180/CCR1/GGT5/PLD3/LYZ/MGLL/IFI16/SMAD3/NAIP/HCK/TYROBP/NCF1/ADA/POLB/TIMP1/PIK3AP1/RHBDF2/GGT1/UNC13D/S100A8/STK39/IKBKB/NMI/HDAC5/F2/SCYL1/JAK2/NFKB1/ABHD12/LY75/PLD4/CASP1/HDAC4/GPX1/ABCD1/ALOX5/MAP2K3/IL16/NLRX1	Tram_vs_control
GO:0031348	GO:0031348	negative regulation of defense response	93	0.417550179674792	1.62553463980186	0.00237079691328577	0.0591513829864801	0.0512528859016912	707	tags=22%, list=11%, signal=19%	FCGR2B/HLA-DRB1/FGL2/SAMHD1/IFI16/SMAD3/HCK/SIRT2/ADA/RHBDF2/TKFC/METTL3/NMI/NFKB1/GPX1/ALOX5/NLRX1/TRIM38/STAT2/ARRB2	Tram_vs_control
GO:0050727...160	GO:0050727	regulation of inflammatory response	113	0.400782911180299	1.60206164529788	0.00236914753523201	0.0591513829864801	0.0512528859016912	1105	tags=29%, list=17%, signal=25%	FCGR2B/HLA-DRB1/AHSG/MGLL/SMAD3/NAIP/HCK/NCF1/ADA/PIK3AP1/RHBDF2/GGT1/S100A8/STK39/NMI/JAK2/NFKB1/ABHD12/CASP1/GPX1/ALOX5/IL16/NLRX1/TNIP1/BTK/IFI35/PYCARD/PLCG2/CYLD/RABGEF1/MVK/S100A9/TRADD	Tram_vs_control
GO:0046635	GO:0046635	positive regulation of alpha-beta T cell activation	33	0.561007854648288	1.76835762871285	0.00252499179312575	0.0618390628107852	0.0535816792522519	163	tags=15%, list=2%, signal=15%	HLA-DRA/HLA-DRB3/HLA-DRB1/CD86/ADA	Tram_vs_control
GO:0002285	GO:0002285	lymphocyte activation involved in immune response	79	0.420377153798388	1.59084250315121	0.00251972041151171	0.0618390628107852	0.0535816792522519	163	tags=10%, list=2%, signal=10%	HLA-DRA/FCGR2B/HLA-DRB1/FGL2/CD180/CD74/CD86/ADA	Tram_vs_control
GO:0071824	GO:0071824	protein-DNA complex subunit organization	133	-0.390037672491671	-1.55392331131592	0.0024942111070556	0.0618390628107852	0.0535816792522519	1960	tags=36%, list=30%, signal=26%	ACTR6/TAF2/CHD1/RAD51/ANP32E/TBP/SMARCC1/HP1BP3/POLE3/NASP/MED22/SUPT16H/SMARCB1/MED10/SMYD3/RPL23/SMARCA4/ATF7IP/MED16/CENPF/HMGB2/DLGAP5/MCM2/CENPH/RNF4/MYC/SET/HELLS/SPTY2D1/RAD51C/CDC45/HMGA1/SIRT6/TERF1/BAZ1A/ASF1A/ASF1B/POLR1E/CHAF1B/GRWD1/NAP1L1/CHRAC1/NPM1/MIS18A/OIP5/CHAF1A/CENPV/SMARCD1	Tram_vs_control
GO:0018216	GO:0018216	peptidyl-arginine methylation	11	-0.774019662926844	-1.81739558426088	0.00258465005941066	0.0629141648607767	0.0545132226907795	936	tags=55%, list=14%, signal=47%	PRMT6/WDR77/CLNS1A/COPRS/CARM1/PRMT1	Tram_vs_control
GO:0002446	GO:0002446	neutrophil mediated immunity	18	-0.672825354157292	-1.8077514022046	0.00268055744098987	0.064420963926948	0.0558188185486634	438	tags=56%, list=7%, signal=52%	BCR/JAGN1/IRAK4/STXBP2/SPI1/TUSC2/PRAM1/AZU1/CTSG/ELANE	Tram_vs_control
GO:0019882...166	GO:0019882	antigen processing and presentation	57	0.478314331974003	1.68050845432933	0.00268558510628718	0.064420963926948	0.0558188185486634	45	tags=11%, list=1%, signal=11%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/FGL2/CD74	Tram_vs_control
GO:0000723	GO:0000723	telomere maintenance	108	-0.413701097961018	-1.60180927220629	0.00270779060096103	0.064420963926948	0.0558188185486634	1323	tags=34%, list=20%, signal=28%	XRCC3/RPA1/HUS1/CCT3/POT1/PRKDC/PARP1/AURKB/MAP3K4/CCT4/CCT2/HSP90AA1/TCP1/MYC/CCT6A/DKC1/UPF1/RAD51C/NAT10/CCT7/GAR1/MCRS1/SIRT6/HNRNPC/TERF1/HNRNPU/XRCC6/XRCC1/PINX1/XRCC5/PCNA/MAP2K7/PNKP/HSP90AB1/HNRNPA2B1/HNRNPD/HNRNPA1	Tram_vs_control
GO:0051493	GO:0051493	regulation of cytoskeleton organization	248	0.32351302822539	1.43889475456627	0.00271110269031244	0.064420963926948	0.0558188185486634	1257	tags=31%, list=19%, signal=26%	TMOD2/CD2AP/SMAD3/HCK/BAIAP2/CHMP5/IQGAP2/ADD3/PIK3CA/CFL2/PAK1/MDM1/CDKN1B/CLASP2/ARFIP1/RHOC/CLIC4/S100A8/MAPRE2/CHMP3/PLEKHG2/GMFB/RHOF/SORBS3/WASHC2C/FES/PTK2/S100A10/ARHGAP18/EVL/AKAP13/SSH3/C9orf72/GSK3B/WASHC2A/SPAST/TWF1/MAPK3/WASHC4/CHMP2B/CSF1R/ACTN2/WASHC3/ARF6/FCHSD1/EFNA5/CHMP7/CAPG/SVIL/ARPC5L/HDAC6/CDC42EP3/GRB2/AKAP9/COTL1/CRK/PYCARD/CDK5/DCTN1/DBNL/PTK2B/CAPZA2/ARPC1B/CYLD/PHPT1/NUBP1/S100A9/CYFIP2/WASF2/LIMA1/F11R/ADD1/BAG4/TMSB10/CHMP1B/IQGAP1	Tram_vs_control
GO:0008284	GO:0008284	positive regulation of cell population proliferation	300	-0.322041328837268	-1.41960315998177	0.00278577436367503	0.0658036169218387	0.0570168455872698	972	tags=22%, list=15%, signal=20%	DHX9/NACC1/PHIP/MYC/SYF2/WDR77/BAD/SSR1/RBPJ/KDM5B/MECP2/CD47/PNP/DHPS/NCK2/SELENOK/CDC42/SLC39A10/RPS6/MEF2D/GLUL/SIRT6/ACTB/FAM98A/SAAL1/TFRC/HNRNPU/ITGB1/CLEC11A/CHTOP/SP1/TNFAIP3/AKR1C2/SDCBP/FOSL2/GNG5/PLCG1/HMGN5/NAP1L1/RAC2/RPS3/NPM1/HDAC2/TNFSF12/LRG1/GNAI3/INSR/DNMT1/NME1/MIF/MYDGF/CARM1/AKR1C3/FXN/TGFB1/ALDH1A2/MATK/CD320/CCL5/CALR/PRMT1/SMARCD1/PRTN3/ZNF580/ELANE/ESM1	Tram_vs_control
GO:0019395	GO:0019395	fatty acid oxidation	52	0.482516759939648	1.68642642108295	0.00285930153685567	0.067143127853693	0.0581774913319364	1632	tags=50%, list=25%, signal=38%	ACAA1/PHYH/IVD/ECH1/ECHS1/EHHADH/ACADS/CPT2/ABCD1/BDH2/PRKAG2/HADHB/DECR2/ECI1/ACAT2/ACAD10/AKT2/AKT1/HADH/CRAT/MLYCD/DECR1/HSD17B4/ECHDC1/SCP2/PRKAA1	Tram_vs_control
GO:0002763	GO:0002763	positive regulation of myeloid leukocyte differentiation	25	0.618423506491537	1.83720298227066	0.00303963334810495	0.070960329389678	0.0614849811134063	633	tags=36%, list=10%, signal=33%	HLA-DRB1/CCR1/CD74/TYROBP/HSF1/EVI2B/CD101/FES/CASP8	Tram_vs_control
GO:1901616	GO:1901616	organic hydroxy compound catabolic process	28	0.582509476904531	1.78788588926434	0.00308371136668195	0.0715707893941532	0.0620139262602013	592	tags=32%, list=9%, signal=29%	ALDH2/CYP27A1/ALDH3B1/LDHD/PTEN/TKFC/INPP5B/GPD2/ALDH1B1	Tram_vs_control
GO:0002292...173	GO:0002292	T cell differentiation involved in immune response	23	0.62534468268933	1.80064882311206	0.00312217762073619	0.0716306497814879	0.0620657934769458	113	tags=17%, list=2%, signal=17%	HLA-DRA/HLA-DRB1/FGL2/CD86	Tram_vs_control
GO:0044092...174	GO:0044092	negative regulation of molecular function	435	0.282781911110117	1.33092979550243	0.00310784124270246	0.0716306497814879	0.0620657934769458	1058	tags=21%, list=16%, signal=19%	SERPINB6/SERPINB8/TFPI/AHSG/PPP1R14C/GSTM2/PRKAR2B/IFI16/ANXA2/NAIP/SPINT2/PTEN/MVP/CTSZ/IQGAP2/SORT1/CAST/RPS6KA3/TIMP1/DUSP22/CDKN1B/CD109/ERBIN/RFFL/PRNP/RGS14/AIP/MICAL1/SUMO3/STK39/KLRK1/GMFB/IKBKB/FRY/JAK2/NFKB1/SPINT1/CORO1C/CSTA/STUB1/HMGCR/PKIB/CST3/CDKN2C/GMIP/C9orf72/HDAC4/GSK3B/GPX1/GAS6/DUSP3/TRIAP1/MBIP/SFN/MAPK3/B2M/GSKIP/RBCK1/PLEC/PHACTR2/APOC3/LGALS3/PRKAG2/ARRB2/CARD16/RPL37/ACTN2/ANXA5/CPNE1/PARP10/PURA/PPP1R9B/EGLN1/ATP2B4/ARRB1/RAP1GDS1/HDAC6/PTPN6/PRPSAP2/NPRL2/IRAK1/AKAP9/LAMTOR5/TMBIM6/ARL6IP1/AKT1/PYCARD/CAMK2D/STK38/CYLD/CSK/PPP2R5A/PPP3CC	Tram_vs_control
GO:0018195	GO:0018195	peptidyl-arginine modification	14	-0.731603375309453	-1.84714327428305	0.00318245192218905	0.0724928206517299	0.0628128384826454	988	tags=50%, list=15%, signal=43%	NDUFAF5/PRMT6/WDR77/CLNS1A/COPRS/CARM1/PRMT1	Tram_vs_control
GO:0006635	GO:0006635	fatty acid beta-oxidation	44	0.51217193726064	1.72364397734698	0.00322182599128869	0.0724928206517299	0.0628128384826454	1559	tags=52%, list=24%, signal=40%	ACAA1/IVD/ECH1/ECHS1/EHHADH/ACADS/CPT2/ABCD1/BDH2/HADHB/DECR2/ECI1/ACAT2/ACAD10/AKT2/AKT1/HADH/CRAT/MLYCD/DECR1/HSD17B4/ECHDC1/SCP2	Tram_vs_control
